"Facility ID","Facility Name","Address","City/Town","State","ZIP Code","County/Parish","Telephone Number","Condition","Measure ID","Measure Name","Score","Sample","Footnote","Start Date","End Date"
250784,SHARKEY ISSAQUENA COMMUNITY HOSPITAL,47 SOUTH FOURTH ST,ROLLING FORK,MS,39159,SHARKEY,(662) 873-4395,Emergency Department,REH_OP_18a,"Average (median) time all patients spent in the emergency department before leaving from the visit, including psychiatric/mental health patients and patients who were transferred to another facility. A lower number of minutes is better",150,44,3,07/01/2024,06/30/2025
250784,SHARKEY ISSAQUENA COMMUNITY HOSPITAL,47 SOUTH FOURTH ST,ROLLING FORK,MS,39159,SHARKEY,(662) 873-4395,Emergency Department,REH_OP_18b,"Average (median) time patients spent in the emergency department before leaving from the visit, excluding patients transferred to another facility or psychiatric care/mental health patients. A lower number of minutes is better",142,33,3,07/01/2024,06/30/2025
250784,SHARKEY ISSAQUENA COMMUNITY HOSPITAL,47 SOUTH FOURTH ST,ROLLING FORK,MS,39159,SHARKEY,(662) 873-4395,Emergency Department,REH_OP_18c,Average (median) time psychiatric/mental health patients spent in the emergency department before leaving from the visit. A lower number of minutes is better,Not Available,Not Available,"1, 3",07/01/2024,06/30/2025
250784,SHARKEY ISSAQUENA COMMUNITY HOSPITAL,47 SOUTH FOURTH ST,ROLLING FORK,MS,39159,SHARKEY,(662) 873-4395,Emergency Department,REH_OP_18d,Average (median) time patients spent in the emergency department before being transferred to another facility. A lower number of minutes is better,Not Available,Not Available,"1, 3",07/01/2024,06/30/2025
250785,PROGRESSIVE HEALTH GROUP OF HOUSTON,1002 EAST MADISON STREET,HOUSTON,MS,38851,CHICKASAW,(662) 456-3700,Emergency Department,REH_OP_18a,"Average (median) time all patients spent in the emergency department before leaving from the visit, including psychiatric/mental health patients and patients who were transferred to another facility. A lower number of minutes is better",89,137,3,07/01/2024,06/30/2025
250785,PROGRESSIVE HEALTH GROUP OF HOUSTON,1002 EAST MADISON STREET,HOUSTON,MS,38851,CHICKASAW,(662) 456-3700,Emergency Department,REH_OP_18b,"Average (median) time patients spent in the emergency department before leaving from the visit, excluding patients transferred to another facility or psychiatric care/mental health patients. A lower number of minutes is better",87,131,3,07/01/2024,06/30/2025
250785,PROGRESSIVE HEALTH GROUP OF HOUSTON,1002 EAST MADISON STREET,HOUSTON,MS,38851,CHICKASAW,(662) 456-3700,Emergency Department,REH_OP_18c,Average (median) time psychiatric/mental health patients spent in the emergency department before leaving from the visit. A lower number of minutes is better,Not Available,Not Available,"1, 3",07/01/2024,06/30/2025
250785,PROGRESSIVE HEALTH GROUP OF HOUSTON,1002 EAST MADISON STREET,HOUSTON,MS,38851,CHICKASAW,(662) 456-3700,Emergency Department,REH_OP_18d,Average (median) time patients spent in the emergency department before being transferred to another facility. A lower number of minutes is better,Not Available,Not Available,"1, 3",07/01/2024,06/30/2025
250786,SMITH COUNTY  EMERGENCY HOSPITAL,347 MAGNOLIA DRIVE,RALEIGH,MS,39153,SMITH,(601) 765-6711,Emergency Department,REH_OP_18a,"Average (median) time all patients spent in the emergency department before leaving from the visit, including psychiatric/mental health patients and patients who were transferred to another facility. A lower number of minutes is better",Not Available,Not Available,5,07/01/2024,06/30/2025
250786,SMITH COUNTY  EMERGENCY HOSPITAL,347 MAGNOLIA DRIVE,RALEIGH,MS,39153,SMITH,(601) 765-6711,Emergency Department,REH_OP_18b,"Average (median) time patients spent in the emergency department before leaving from the visit, excluding patients transferred to another facility or psychiatric care/mental health patients. A lower number of minutes is better",Not Available,Not Available,5,07/01/2024,06/30/2025
250786,SMITH COUNTY  EMERGENCY HOSPITAL,347 MAGNOLIA DRIVE,RALEIGH,MS,39153,SMITH,(601) 765-6711,Emergency Department,REH_OP_18c,Average (median) time psychiatric/mental health patients spent in the emergency department before leaving from the visit. A lower number of minutes is better,Not Available,Not Available,5,07/01/2024,06/30/2025
250786,SMITH COUNTY  EMERGENCY HOSPITAL,347 MAGNOLIA DRIVE,RALEIGH,MS,39153,SMITH,(601) 765-6711,Emergency Department,REH_OP_18d,Average (median) time patients spent in the emergency department before being transferred to another facility. A lower number of minutes is better,Not Available,Not Available,5,07/01/2024,06/30/2025
260779,PARKLAND HEALTH CENTER - BONNE TERRE,7245 RAIDER ROAD,BONNE TERRE,MO,63628,ST. FRANCOIS,(573) 358-1400,Emergency Department,REH_OP_18a,"Average (median) time all patients spent in the emergency department before leaving from the visit, including psychiatric/mental health patients and patients who were transferred to another facility. A lower number of minutes is better",121,404,,07/01/2024,06/30/2025
260779,PARKLAND HEALTH CENTER - BONNE TERRE,7245 RAIDER ROAD,BONNE TERRE,MO,63628,ST. FRANCOIS,(573) 358-1400,Emergency Department,REH_OP_18b,"Average (median) time patients spent in the emergency department before leaving from the visit, excluding patients transferred to another facility or psychiatric care/mental health patients. A lower number of minutes is better",111,365,,07/01/2024,06/30/2025
260779,PARKLAND HEALTH CENTER - BONNE TERRE,7245 RAIDER ROAD,BONNE TERRE,MO,63628,ST. FRANCOIS,(573) 358-1400,Emergency Department,REH_OP_18c,Average (median) time psychiatric/mental health patients spent in the emergency department before leaving from the visit. A lower number of minutes is better,236,12,,07/01/2024,06/30/2025
260779,PARKLAND HEALTH CENTER - BONNE TERRE,7245 RAIDER ROAD,BONNE TERRE,MO,63628,ST. FRANCOIS,(573) 358-1400,Emergency Department,REH_OP_18d,Average (median) time patients spent in the emergency department before being transferred to another facility. A lower number of minutes is better,362,28,,07/01/2024,06/30/2025
280779,FRIEND COMMUNITY HEALTHCARE SYSTEM,905 SECOND STREET,FRIEND,NE,68359,SALINE,(402) 947-2541,Emergency Department,REH_OP_18a,"Average (median) time all patients spent in the emergency department before leaving from the visit, including psychiatric/mental health patients and patients who were transferred to another facility. A lower number of minutes is better",105,247,,07/01/2024,06/30/2025
280779,FRIEND COMMUNITY HEALTHCARE SYSTEM,905 SECOND STREET,FRIEND,NE,68359,SALINE,(402) 947-2541,Emergency Department,REH_OP_18b,"Average (median) time patients spent in the emergency department before leaving from the visit, excluding patients transferred to another facility or psychiatric care/mental health patients. A lower number of minutes is better",99,226,,07/01/2024,06/30/2025
280779,FRIEND COMMUNITY HEALTHCARE SYSTEM,905 SECOND STREET,FRIEND,NE,68359,SALINE,(402) 947-2541,Emergency Department,REH_OP_18c,Average (median) time psychiatric/mental health patients spent in the emergency department before leaving from the visit. A lower number of minutes is better,Not Available,Not Available,1,07/01/2024,06/30/2025
280779,FRIEND COMMUNITY HEALTHCARE SYSTEM,905 SECOND STREET,FRIEND,NE,68359,SALINE,(402) 947-2541,Emergency Department,REH_OP_18d,Average (median) time patients spent in the emergency department before being transferred to another facility. A lower number of minutes is better,274,16,,07/01/2024,06/30/2025
320779,GUADALUPE COUNTY HOSPITAL,"117 CAMINO DE VIDA, SUITE 100",SANTA ROSA,NM,88435,GUADALUPE,(575) 472-3417,Emergency Department,REH_OP_18a,"Average (median) time all patients spent in the emergency department before leaving from the visit, including psychiatric/mental health patients and patients who were transferred to another facility. A lower number of minutes is better",124,298,,07/01/2024,06/30/2025
320779,GUADALUPE COUNTY HOSPITAL,"117 CAMINO DE VIDA, SUITE 100",SANTA ROSA,NM,88435,GUADALUPE,(575) 472-3417,Emergency Department,REH_OP_18b,"Average (median) time patients spent in the emergency department before leaving from the visit, excluding patients transferred to another facility or psychiatric care/mental health patients. A lower number of minutes is better",123,294,,07/01/2024,06/30/2025
320779,GUADALUPE COUNTY HOSPITAL,"117 CAMINO DE VIDA, SUITE 100",SANTA ROSA,NM,88435,GUADALUPE,(575) 472-3417,Emergency Department,REH_OP_18c,Average (median) time psychiatric/mental health patients spent in the emergency department before leaving from the visit. A lower number of minutes is better,Not Available,Not Available,1,07/01/2024,06/30/2025
320779,GUADALUPE COUNTY HOSPITAL,"117 CAMINO DE VIDA, SUITE 100",SANTA ROSA,NM,88435,GUADALUPE,(575) 472-3417,Emergency Department,REH_OP_18d,Average (median) time patients spent in the emergency department before being transferred to another facility. A lower number of minutes is better,Not Available,Not Available,7,07/01/2024,06/30/2025
330799,CLIFTON-FINE HOSPITAL,1014 OSWEGATCHIE TRAIL,STAR LAKE,NY,13690,ST. LAWRENCE,(315) 848-4205,Emergency Department,REH_OP_18a,"Average (median) time all patients spent in the emergency department before leaving from the visit, including psychiatric/mental health patients and patients who were transferred to another facility. A lower number of minutes is better",92,123,3,07/01/2024,06/30/2025
330799,CLIFTON-FINE HOSPITAL,1014 OSWEGATCHIE TRAIL,STAR LAKE,NY,13690,ST. LAWRENCE,(315) 848-4205,Emergency Department,REH_OP_18b,"Average (median) time patients spent in the emergency department before leaving from the visit, excluding patients transferred to another facility or psychiatric care/mental health patients. A lower number of minutes is better",88,119,3,07/01/2024,06/30/2025
330799,CLIFTON-FINE HOSPITAL,1014 OSWEGATCHIE TRAIL,STAR LAKE,NY,13690,ST. LAWRENCE,(315) 848-4205,Emergency Department,REH_OP_18c,Average (median) time psychiatric/mental health patients spent in the emergency department before leaving from the visit. A lower number of minutes is better,Not Available,Not Available,"1, 3",07/01/2024,06/30/2025
330799,CLIFTON-FINE HOSPITAL,1014 OSWEGATCHIE TRAIL,STAR LAKE,NY,13690,ST. LAWRENCE,(315) 848-4205,Emergency Department,REH_OP_18d,Average (median) time patients spent in the emergency department before being transferred to another facility. A lower number of minutes is better,Not Available,Not Available,"1, 3",07/01/2024,06/30/2025
330800,IRA DAVENPORT MEMORIAL HOSPITAL,7571 STATE ROUTE 54,BATH,NY,14810,STEUBEN,(607) 776-8500,Emergency Department,REH_OP_18a,"Average (median) time all patients spent in the emergency department before leaving from the visit, including psychiatric/mental health patients and patients who were transferred to another facility. A lower number of minutes is better",112,92,3,07/01/2024,06/30/2025
330800,IRA DAVENPORT MEMORIAL HOSPITAL,7571 STATE ROUTE 54,BATH,NY,14810,STEUBEN,(607) 776-8500,Emergency Department,REH_OP_18b,"Average (median) time patients spent in the emergency department before leaving from the visit, excluding patients transferred to another facility or psychiatric care/mental health patients. A lower number of minutes is better",94,77,3,07/01/2024,06/30/2025
330800,IRA DAVENPORT MEMORIAL HOSPITAL,7571 STATE ROUTE 54,BATH,NY,14810,STEUBEN,(607) 776-8500,Emergency Department,REH_OP_18c,Average (median) time psychiatric/mental health patients spent in the emergency department before leaving from the visit. A lower number of minutes is better,Not Available,Not Available,"1, 3",07/01/2024,06/30/2025
330800,IRA DAVENPORT MEMORIAL HOSPITAL,7571 STATE ROUTE 54,BATH,NY,14810,STEUBEN,(607) 776-8500,Emergency Department,REH_OP_18d,Average (median) time patients spent in the emergency department before being transferred to another facility. A lower number of minutes is better,Not Available,Not Available,"1, 3",07/01/2024,06/30/2025
370779,STILLWATER MEDICAL - PERRY,501 N 14TH ST,PERRY,OK,73077,NOBLE,(580) 336-3541,Emergency Department,REH_OP_18a,"Average (median) time all patients spent in the emergency department before leaving from the visit, including psychiatric/mental health patients and patients who were transferred to another facility. A lower number of minutes is better",120,268,,07/01/2024,06/30/2025
370779,STILLWATER MEDICAL - PERRY,501 N 14TH ST,PERRY,OK,73077,NOBLE,(580) 336-3541,Emergency Department,REH_OP_18b,"Average (median) time patients spent in the emergency department before leaving from the visit, excluding patients transferred to another facility or psychiatric care/mental health patients. A lower number of minutes is better",114,249,,07/01/2024,06/30/2025
370779,STILLWATER MEDICAL - PERRY,501 N 14TH ST,PERRY,OK,73077,NOBLE,(580) 336-3541,Emergency Department,REH_OP_18c,Average (median) time psychiatric/mental health patients spent in the emergency department before leaving from the visit. A lower number of minutes is better,Not Available,Not Available,1,07/01/2024,06/30/2025
370779,STILLWATER MEDICAL - PERRY,501 N 14TH ST,PERRY,OK,73077,NOBLE,(580) 336-3541,Emergency Department,REH_OP_18d,Average (median) time patients spent in the emergency department before being transferred to another facility. A lower number of minutes is better,209,14,,07/01/2024,06/30/2025
370780,STILLWATER MEDICAL-BLACKWELL,710 S 13TH STREET,BLACKWELL,OK,74631,KAY,(580) 363-2311,Emergency Department,REH_OP_18a,"Average (median) time all patients spent in the emergency department before leaving from the visit, including psychiatric/mental health patients and patients who were transferred to another facility. A lower number of minutes is better",101,499,,07/01/2024,06/30/2025
370780,STILLWATER MEDICAL-BLACKWELL,710 S 13TH STREET,BLACKWELL,OK,74631,KAY,(580) 363-2311,Emergency Department,REH_OP_18b,"Average (median) time patients spent in the emergency department before leaving from the visit, excluding patients transferred to another facility or psychiatric care/mental health patients. A lower number of minutes is better",97,450,,07/01/2024,06/30/2025
370780,STILLWATER MEDICAL-BLACKWELL,710 S 13TH STREET,BLACKWELL,OK,74631,KAY,(580) 363-2311,Emergency Department,REH_OP_18c,Average (median) time psychiatric/mental health patients spent in the emergency department before leaving from the visit. A lower number of minutes is better,121,11,,07/01/2024,06/30/2025
370780,STILLWATER MEDICAL-BLACKWELL,710 S 13TH STREET,BLACKWELL,OK,74631,KAY,(580) 363-2311,Emergency Department,REH_OP_18d,Average (median) time patients spent in the emergency department before being transferred to another facility. A lower number of minutes is better,216,39,,07/01/2024,06/30/2025
370781,HARPER COUNTY COMMUNITY HOSPITAL,1003 US HIGHWAY 64 NORTH,BUFFALO,OK,73834,HARPER,(580) 735-2555,Emergency Department,REH_OP_18a,"Average (median) time all patients spent in the emergency department before leaving from the visit, including psychiatric/mental health patients and patients who were transferred to another facility. A lower number of minutes is better",56,189,3,07/01/2024,06/30/2025
370781,HARPER COUNTY COMMUNITY HOSPITAL,1003 US HIGHWAY 64 NORTH,BUFFALO,OK,73834,HARPER,(580) 735-2555,Emergency Department,REH_OP_18b,"Average (median) time patients spent in the emergency department before leaving from the visit, excluding patients transferred to another facility or psychiatric care/mental health patients. A lower number of minutes is better",56,185,3,07/01/2024,06/30/2025
370781,HARPER COUNTY COMMUNITY HOSPITAL,1003 US HIGHWAY 64 NORTH,BUFFALO,OK,73834,HARPER,(580) 735-2555,Emergency Department,REH_OP_18c,Average (median) time psychiatric/mental health patients spent in the emergency department before leaving from the visit. A lower number of minutes is better,Not Available,Not Available,"1, 3",07/01/2024,06/30/2025
370781,HARPER COUNTY COMMUNITY HOSPITAL,1003 US HIGHWAY 64 NORTH,BUFFALO,OK,73834,HARPER,(580) 735-2555,Emergency Department,REH_OP_18d,Average (median) time patients spent in the emergency department before being transferred to another facility. A lower number of minutes is better,Not Available,Not Available,"1, 3",07/01/2024,06/30/2025
370783,ELKVIEW GENERAL HOSPITAL,429 WEST ELM STREET,HOBART,OK,73651,KIOWA,(580) 726-3324,Emergency Department,REH_OP_18a,"Average (median) time all patients spent in the emergency department before leaving from the visit, including psychiatric/mental health patients and patients who were transferred to another facility. A lower number of minutes is better",113,287,3,07/01/2024,06/30/2025
370783,ELKVIEW GENERAL HOSPITAL,429 WEST ELM STREET,HOBART,OK,73651,KIOWA,(580) 726-3324,Emergency Department,REH_OP_18b,"Average (median) time patients spent in the emergency department before leaving from the visit, excluding patients transferred to another facility or psychiatric care/mental health patients. A lower number of minutes is better",106,258,3,07/01/2024,06/30/2025
370783,ELKVIEW GENERAL HOSPITAL,429 WEST ELM STREET,HOBART,OK,73651,KIOWA,(580) 726-3324,Emergency Department,REH_OP_18c,Average (median) time psychiatric/mental health patients spent in the emergency department before leaving from the visit. A lower number of minutes is better,Not Available,Not Available,"1, 3",07/01/2024,06/30/2025
370783,ELKVIEW GENERAL HOSPITAL,429 WEST ELM STREET,HOBART,OK,73651,KIOWA,(580) 726-3324,Emergency Department,REH_OP_18d,Average (median) time patients spent in the emergency department before being transferred to another facility. A lower number of minutes is better,264,24,3,07/01/2024,06/30/2025
430779,LANDMANN JUNGMAN MEMORIAL HOSPITAL CORPORATION,600 BILLARS ST,SCOTLAND,SD,57059,BON HOMME,(605) 583-2226,Emergency Department,REH_OP_18a,"Average (median) time all patients spent in the emergency department before leaving from the visit, including psychiatric/mental health patients and patients who were transferred to another facility. A lower number of minutes is better",Not Available,Not Available,5,07/01/2024,06/30/2025
430779,LANDMANN JUNGMAN MEMORIAL HOSPITAL CORPORATION,600 BILLARS ST,SCOTLAND,SD,57059,BON HOMME,(605) 583-2226,Emergency Department,REH_OP_18b,"Average (median) time patients spent in the emergency department before leaving from the visit, excluding patients transferred to another facility or psychiatric care/mental health patients. A lower number of minutes is better",Not Available,Not Available,5,07/01/2024,06/30/2025
430779,LANDMANN JUNGMAN MEMORIAL HOSPITAL CORPORATION,600 BILLARS ST,SCOTLAND,SD,57059,BON HOMME,(605) 583-2226,Emergency Department,REH_OP_18c,Average (median) time psychiatric/mental health patients spent in the emergency department before leaving from the visit. A lower number of minutes is better,Not Available,Not Available,5,07/01/2024,06/30/2025
430779,LANDMANN JUNGMAN MEMORIAL HOSPITAL CORPORATION,600 BILLARS ST,SCOTLAND,SD,57059,BON HOMME,(605) 583-2226,Emergency Department,REH_OP_18d,Average (median) time patients spent in the emergency department before being transferred to another facility. A lower number of minutes is better,Not Available,Not Available,5,07/01/2024,06/30/2025
440779,TRISTAR ASHLAND CITY MEDICAL CENTER,313 NORTH MAIN ST,ASHLAND CITY,TN,37015,CHEATHAM,(615) 792-3030,Emergency Department,REH_OP_18a,"Average (median) time all patients spent in the emergency department before leaving from the visit, including psychiatric/mental health patients and patients who were transferred to another facility. A lower number of minutes is better",80,394,,07/01/2024,06/30/2025
440779,TRISTAR ASHLAND CITY MEDICAL CENTER,313 NORTH MAIN ST,ASHLAND CITY,TN,37015,CHEATHAM,(615) 792-3030,Emergency Department,REH_OP_18b,"Average (median) time patients spent in the emergency department before leaving from the visit, excluding patients transferred to another facility or psychiatric care/mental health patients. A lower number of minutes is better",71,345,,07/01/2024,06/30/2025
440779,TRISTAR ASHLAND CITY MEDICAL CENTER,313 NORTH MAIN ST,ASHLAND CITY,TN,37015,CHEATHAM,(615) 792-3030,Emergency Department,REH_OP_18c,Average (median) time psychiatric/mental health patients spent in the emergency department before leaving from the visit. A lower number of minutes is better,230,13,,07/01/2024,06/30/2025
440779,TRISTAR ASHLAND CITY MEDICAL CENTER,313 NORTH MAIN ST,ASHLAND CITY,TN,37015,CHEATHAM,(615) 792-3030,Emergency Department,REH_OP_18d,Average (median) time patients spent in the emergency department before being transferred to another facility. A lower number of minutes is better,249,39,,07/01/2024,06/30/2025
440780,WAYNE MEDICAL CENTER,103 J V MANGUBAT DR,WAYNESBORO,TN,38485,WAYNE,(931) 722-5411,Emergency Department,REH_OP_18a,"Average (median) time all patients spent in the emergency department before leaving from the visit, including psychiatric/mental health patients and patients who were transferred to another facility. A lower number of minutes is better",124,768,3,07/01/2024,06/30/2025
440780,WAYNE MEDICAL CENTER,103 J V MANGUBAT DR,WAYNESBORO,TN,38485,WAYNE,(931) 722-5411,Emergency Department,REH_OP_18b,"Average (median) time patients spent in the emergency department before leaving from the visit, excluding patients transferred to another facility or psychiatric care/mental health patients. A lower number of minutes is better",112,623,3,07/01/2024,06/30/2025
440780,WAYNE MEDICAL CENTER,103 J V MANGUBAT DR,WAYNESBORO,TN,38485,WAYNE,(931) 722-5411,Emergency Department,REH_OP_18c,Average (median) time psychiatric/mental health patients spent in the emergency department before leaving from the visit. A lower number of minutes is better,212,25,3,07/01/2024,06/30/2025
440780,WAYNE MEDICAL CENTER,103 J V MANGUBAT DR,WAYNESBORO,TN,38485,WAYNE,(931) 722-5411,Emergency Department,REH_OP_18d,Average (median) time patients spent in the emergency department before being transferred to another facility. A lower number of minutes is better,250,121,3,07/01/2024,06/30/2025
670779,CROSBYTON CLINIC HOSPITAL,710 WEST MAIN STREET,CROSBYTON,TX,79322,CROSBY,(806) 675-2382,Emergency Department,REH_OP_18a,"Average (median) time all patients spent in the emergency department before leaving from the visit, including psychiatric/mental health patients and patients who were transferred to another facility. A lower number of minutes is better",82,862,3,07/01/2024,06/30/2025
670779,CROSBYTON CLINIC HOSPITAL,710 WEST MAIN STREET,CROSBYTON,TX,79322,CROSBY,(806) 675-2382,Emergency Department,REH_OP_18b,"Average (median) time patients spent in the emergency department before leaving from the visit, excluding patients transferred to another facility or psychiatric care/mental health patients. A lower number of minutes is better",82,850,3,07/01/2024,06/30/2025
670779,CROSBYTON CLINIC HOSPITAL,710 WEST MAIN STREET,CROSBYTON,TX,79322,CROSBY,(806) 675-2382,Emergency Department,REH_OP_18c,Average (median) time psychiatric/mental health patients spent in the emergency department before leaving from the visit. A lower number of minutes is better,91,12,3,07/01/2024,06/30/2025
670779,CROSBYTON CLINIC HOSPITAL,710 WEST MAIN STREET,CROSBYTON,TX,79322,CROSBY,(806) 675-2382,Emergency Department,REH_OP_18d,Average (median) time patients spent in the emergency department before being transferred to another facility. A lower number of minutes is better,Not Available,Not Available,"3, 7",07/01/2024,06/30/2025
670780,FALLS COMMUNITY HOSPITAL AND CLINIC,322 COLEMAN STREET,MARLIN,TX,76661,FALLS,(254) 803-3561,Emergency Department,REH_OP_18a,"Average (median) time all patients spent in the emergency department before leaving from the visit, including psychiatric/mental health patients and patients who were transferred to another facility. A lower number of minutes is better",112,100,3,07/01/2024,06/30/2025
670780,FALLS COMMUNITY HOSPITAL AND CLINIC,322 COLEMAN STREET,MARLIN,TX,76661,FALLS,(254) 803-3561,Emergency Department,REH_OP_18b,"Average (median) time patients spent in the emergency department before leaving from the visit, excluding patients transferred to another facility or psychiatric care/mental health patients. A lower number of minutes is better",106,92,3,07/01/2024,06/30/2025
670780,FALLS COMMUNITY HOSPITAL AND CLINIC,322 COLEMAN STREET,MARLIN,TX,76661,FALLS,(254) 803-3561,Emergency Department,REH_OP_18c,Average (median) time psychiatric/mental health patients spent in the emergency department before leaving from the visit. A lower number of minutes is better,Not Available,Not Available,"1, 3",07/01/2024,06/30/2025
670780,FALLS COMMUNITY HOSPITAL AND CLINIC,322 COLEMAN STREET,MARLIN,TX,76661,FALLS,(254) 803-3561,Emergency Department,REH_OP_18d,Average (median) time patients spent in the emergency department before being transferred to another facility. A lower number of minutes is better,Not Available,Not Available,"1, 3",07/01/2024,06/30/2025
670781,ANSON GENERAL HOSPITAL,101 AVENUE J,ANSON,TX,79501,JONES,(325) 823-3231,Emergency Department,REH_OP_18a,"Average (median) time all patients spent in the emergency department before leaving from the visit, including psychiatric/mental health patients and patients who were transferred to another facility. A lower number of minutes is better",62,364,,07/01/2024,06/30/2025
670781,ANSON GENERAL HOSPITAL,101 AVENUE J,ANSON,TX,79501,JONES,(325) 823-3231,Emergency Department,REH_OP_18b,"Average (median) time patients spent in the emergency department before leaving from the visit, excluding patients transferred to another facility or psychiatric care/mental health patients. A lower number of minutes is better",62,360,,07/01/2024,06/30/2025
670781,ANSON GENERAL HOSPITAL,101 AVENUE J,ANSON,TX,79501,JONES,(325) 823-3231,Emergency Department,REH_OP_18c,Average (median) time psychiatric/mental health patients spent in the emergency department before leaving from the visit. A lower number of minutes is better,Not Available,Not Available,1,07/01/2024,06/30/2025
670781,ANSON GENERAL HOSPITAL,101 AVENUE J,ANSON,TX,79501,JONES,(325) 823-3231,Emergency Department,REH_OP_18d,Average (median) time patients spent in the emergency department before being transferred to another facility. A lower number of minutes is better,Not Available,Not Available,1,07/01/2024,06/30/2025
670783,CHI ST LUKES HEALTH MEMORIAL SAN AUGUSTINE,511 HOSPITAL ST,SAN AUGUSTINE,TX,75972,SAN AUGUSTINE,(936) 275-3446,Emergency Department,REH_OP_18a,"Average (median) time all patients spent in the emergency department before leaving from the visit, including psychiatric/mental health patients and patients who were transferred to another facility. A lower number of minutes is better",76,186,3,07/01/2024,06/30/2025
670783,CHI ST LUKES HEALTH MEMORIAL SAN AUGUSTINE,511 HOSPITAL ST,SAN AUGUSTINE,TX,75972,SAN AUGUSTINE,(936) 275-3446,Emergency Department,REH_OP_18b,"Average (median) time patients spent in the emergency department before leaving from the visit, excluding patients transferred to another facility or psychiatric care/mental health patients. A lower number of minutes is better",73,173,3,07/01/2024,06/30/2025
670783,CHI ST LUKES HEALTH MEMORIAL SAN AUGUSTINE,511 HOSPITAL ST,SAN AUGUSTINE,TX,75972,SAN AUGUSTINE,(936) 275-3446,Emergency Department,REH_OP_18c,Average (median) time psychiatric/mental health patients spent in the emergency department before leaving from the visit. A lower number of minutes is better,Not Available,Not Available,"1, 3",07/01/2024,06/30/2025
670783,CHI ST LUKES HEALTH MEMORIAL SAN AUGUSTINE,511 HOSPITAL ST,SAN AUGUSTINE,TX,75972,SAN AUGUSTINE,(936) 275-3446,Emergency Department,REH_OP_18d,Average (median) time patients spent in the emergency department before being transferred to another facility. A lower number of minutes is better,Not Available,Not Available,"1, 3",07/01/2024,06/30/2025
